Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
s90_1.jpg,s90_2.jpg,Sushi,1,129,69,60
s91_1.jpg,s91_2.jpg,Sushi,1,129,92,37
s92_1.jpg,s92_2.jpg,Sushi,1,129,104,25
s93_1.jpg,s93_2.jpg,Sushi,1,129,100,29
s94_1.jpg,s94_2.jpg,Sushi,1,129,75,54
s95_1.jpg,s95_2.jpg,Sushi,1,129,72,57
s96_1.jpg,s96_2.jpg,Sushi,1,129,109,20
s97_1.jpg,s97_2.jpg,Sushi,1,129,91,38
s98_1.jpg,s98_2.jpg,Sushi,2,129,56,73
s99_1.jpg,s99_2.jpg,Sushi,1,129,106,23
s100_1.jpg,s100_2.jpg,Sushi,2,129,56,73
r1_1.jpg,r1_2.jpg,Ramen,1,125,64,61
r2_1.jpg,r2_2.jpg,Ramen,2,125,61,64
r3_1.jpg,r3_2.jpg,Ramen,2,125,40,85
r4_1.jpg,r4_2.jpg,Ramen,2,125,26,99
r5_1.jpg,r5_2.jpg,Ramen,2,125,43,82
r6_1.jpg,r6_2.jpg,Ramen,1,125,74,51
r7_1.jpg,r7_2.jpg,Ramen,2,125,38,87
r8_1.jpg,r8_2.jpg,Ramen,2,125,30,95
r9_1.jpg,r9_2.jpg,Ramen,1,125,108,17
r10_1.jpg,r10_2.jpg,Ramen,2,125,59,66
r11_1.jpg,r11_2.jpg,Ramen,2,125,25,100
r12_1.jpg,r12_2.jpg,Ramen,1,125,81,44
r13_1.jpg,r13_2.jpg,Ramen,2,125,49,76
r14_1.jpg,r14_2.jpg,Ramen,2,125,60,65
r15_1.jpg,r15_2.jpg,Ramen,1,125,70,55
r16_1.jpg,r16_2.jpg,Ramen,1,125,100,25
r17_1.jpg,r17_2.jpg,Ramen,1,125,98,27
r18_1.jpg,r18_2.jpg,Ramen,2,125,32,93
r19_1.jpg,r19_2.jpg,Ramen,1,125,85,40
r20_1.jpg,r20_2.jpg,Ramen,2,125,43,82
r21_1.jpg,r21_2.jpg,Ramen,1,125,69,56
r22_1.jpg,r22_2.jpg,Ramen,2,125,37,88
r23_1.jpg,r23_2.jpg,Ramen,2,125,56,69
r24_1.jpg,r24_2.jpg,Ramen,1,125,75,50
r25_1.jpg,r25_2.jpg,Ramen,2,125,59,66
r26_1.jpg,r26_2.jpg,Ramen,2,125,38,87
r27_1.jpg,r27_2.jpg,Ramen,2,125,45,80
r28_1.jpg,r28_2.jpg,Ramen,1,125,78,47
r29_1.jpg,r29_2.jpg,Ramen,2,125,21,104
r30_1.jpg,r30_2.jpg,Ramen,1,125,92,33
r31_1.jpg,r31_2.jpg,Ramen,2,125,58,67
r32_1.jpg,r32_2.jpg,Ramen,2,125,14,111
r33_1.jpg,r33_2.jpg,Ramen,1,125,65,60
r34_1.jpg,r34_2.jpg,Ramen,1,125,63,62
r35_1.jpg,r35_2.jpg,Ramen,1,125,70,55
r36_1.jpg,r36_2.jpg,Ramen,2,125,19,106
r37_1.jpg,r37_2.jpg,Ramen,2,125,45,80
r38_1.jpg,r38_2.jpg,Ramen,2,125,26,99
r39_1.jpg,r39_2.jpg,Ramen,2,125,32,93
r40_1.jpg,r40_2.jpg,Ramen,2,125,49,76
r41_1.jpg,r41_2.jpg,Ramen,1,125,68,57
r42_1.jpg,r42_2.jpg,Ramen,1,125,79,46
r43_1.jpg,r43_2.jpg,Ramen,1,125,99,26
r44_1.jpg,r44_2.jpg,Ramen,2,125,44,81
r45_1.jpg,r45_2.jpg,Ramen,2,125,15,110
r46_1.jpg,r46_2.jpg,Ramen,1,125,101,24
r47_1.jpg,r47_2.jpg,Ramen,1,125,88,37
r48_1.jpg,r48_2.jpg,Ramen,2,125,39,86
r49_1.jpg,r49_2.jpg,Ramen,1,125,80,45
r50_1.jpg,r50_2.jpg,Ramen,1,125,69,56
r51_1.jpg,r51_2.jpg,Ramen,1,125,80,45
r52_1.jpg,r52_2.jpg,Ramen,2,125,26,99
r53_1.jpg,r53_2.jpg,Ramen,1,125,98,27
r54_1.jpg,r54_2.jpg,Ramen,1,125,70,55
r55_1.jpg,r55_2.jpg,Ramen,2,125,62,63
r56_1.jpg,r56_2.jpg,Ramen,1,125,80,45
r57_1.jpg,r57_2.jpg,Ramen,2,125,26,99
r58_1.jpg,r58_2.jpg,Ramen,2,125,6,119
r59_1.jpg,r59_2.jpg,Ramen,1,125,71,54
r60_1.jpg,r60_2.jpg,Ramen,2,125,41,84
r61_1.jpg,r61_2.jpg,Ramen,1,125,92,33
r62_1.jpg,r62_2.jpg,Ramen,2,125,36,89
r63_1.jpg,r63_2.jpg,Ramen,2,125,32,93
r64_1.jpg,r64_2.jpg,Ramen,1,125,76,49
r65_1.jpg,r65_2.jpg,Ramen,1,125,79,46
r66_1.jpg,r66_2.jpg,Ramen,1,125,94,31
r67_1.jpg,r67_2.jpg,Ramen,2,125,18,107
r68_1.jpg,r68_2.jpg,Ramen,1,125,92,33
r69_1.jpg,r69_2.jpg,Ramen,2,125,35,90
r70_1.jpg,r70_2.jpg,Ramen,1,125,86,39
r71_1.jpg,r71_2.jpg,Ramen,2,125,55,70
r72_1.jpg,r72_2.jpg,Ramen,1,125,73,52
r73_1.jpg,r73_2.jpg,Ramen,2,125,31,94
r74_1.jpg,r74_2.jpg,Ramen,2,125,39,86
r75_1.jpg,r75_2.jpg,Ramen,1,125,71,54
r76_1.jpg,r76_2.jpg,Ramen,1,125,68,57
r77_1.jpg,r77_2.jpg,Ramen,1,125,63,62
r78_1.jpg,r78_2.jpg,Ramen,2,125,52,73
r79_1.jpg,r79_2.jpg,Ramen,2,125,31,94
r80_1.jpg,r80_2.jpg,Ramen,1,125,92,33
r81_1.jpg,r81_2.jpg,Ramen,1,125,97,28
r82_1.jpg,r82_2.jpg,Ramen,1,125,94,31
r83_1.jpg,r83_2.jpg,Ramen,1,125,64,61
r84_1.jpg,r84_2.jpg,Ramen,1,125,83,42
r85_1.jpg,r85_2.jpg,Ramen,2,125,27,98
r86_1.jpg,r86_2.jpg,Ramen,2,125,29,96
r87_1.jpg,r87_2.jpg,Ramen,2,125,47,78
r88_1.jpg,r88_2.jpg,Ramen,1,125,71,54
r89_1.jpg,r89_2.jpg,Ramen,2,125,57,68
r90_1.jpg,r90_2.jpg,Ramen,1,125,70,55
r91_1.jpg,r91_2.jpg,Ramen,1,125,69,56
r92_1.jpg,r92_2.jpg,Ramen,2,125,42,83
r93_1.jpg,r93_2.jpg,Ramen,1,125,95,30
r94_1.jpg,r94_2.jpg,Ramen,1,125,78,47
r95_1.jpg,r95_2.jpg,Ramen,2,125,31,94
r96_1.jpg,r96_2.jpg,Ramen,2,125,30,95
r97_1.jpg,r97_2.jpg,Ramen,2,125,34,91
r98_1.jpg,r98_2.jpg,Ramen,2,125,48,77
r99_1.jpg,r99_2.jpg,Ramen,1,125,103,22
r100_1.jpg,r100_2.jpg,Ramen,2,125,51,74
p1_1.jpg,p1_2.jpg,Pizza,1,123,96,27
p2_1.jpg,p2_2.jpg,Pizza,2,123,41,82
p3_1.jpg,p3_2.jpg,Pizza,1,123,105,18
p4_1.jpg,p4_2.jpg,Pizza,2,123,38,85
p5_1.jpg,p5_2.jpg,Pizza,1,123,73,50
p6_1.jpg,p6_2.jpg,Pizza,1,123,86,37
p7_1.jpg,p7_2.jpg,Pizza,1,123,89,34
p8_1.jpg,p8_2.jpg,Pizza,1,123,93,30
p9_1.jpg,p9_2.jpg,Pizza,2,123,19,104
p10_1.jpg,p10_2.jpg,Pizza,1,123,73,50
p11_1.jpg,p11_2.jpg,Pizza,1,123,75,48
p12_1.jpg,p12_2.jpg,Pizza,2,123,39,84
p13_1.jpg,p13_2.jpg,Pizza,1,123,67,56
p14_1.jpg,p14_2.jpg,Pizza,2,123,42,81
p15_1.jpg,p15_2.jpg,Pizza,2,123,20,103
p16_1.jpg,p16_2.jpg,Pizza,2,123,53,70
p17_1.jpg,p17_2.jpg,Pizza,1,123,81,42
p18_1.jpg,p18_2.jpg,Pizza,2,123,40,83
p19_1.jpg,p19_2.jpg,Pizza,1,123,92,31
p20_1.jpg,p20_2.jpg,Pizza,2,123,53,70
p21_1.jpg,p21_2.jpg,Pizza,2,123,58,65
p22_1.jpg,p22_2.jpg,Pizza,2,123,21,102
p23_1.jpg,p23_2.jpg,Pizza,1,123,65,58
p24_1.jpg,p24_2.jpg,Pizza,1,123,72,51
p25_1.jpg,p25_2.jpg,Pizza,2,123,56,67
p26_1.jpg,p26_2.jpg,Pizza,1,123,106,17
p27_1.jpg,p27_2.jpg,Pizza,2,123,34,89
p28_1.jpg,p28_2.jpg,Pizza,2,123,25,98
p29_1.jpg,p29_2.jpg,Pizza,1,123,68,55
p30_1.jpg,p30_2.jpg,Pizza,2,123,49,74
p31_1.jpg,p31_2.jpg,Pizza,1,123,67,56
p32_1.jpg,p32_2.jpg,Pizza,1,123,72,51
p33_1.jpg,p33_2.jpg,Pizza,2,123,46,77
p34_1.jpg,p34_2.jpg,Pizza,2,123,61,62
p35_1.jpg,p35_2.jpg,Pizza,1,123,72,51
p36_1.jpg,p36_2.jpg,Pizza,1,123,91,32
p37_1.jpg,p37_2.jpg,Pizza,2,123,32,91
p38_1.jpg,p38_2.jpg,Pizza,2,123,37,86
p39_1.jpg,p39_2.jpg,Pizza,2,123,55,68
p40_1.jpg,p40_2.jpg,Pizza,2,123,54,69
p41_1.jpg,p41_2.jpg,Pizza,2,123,34,89
p42_1.jpg,p42_2.jpg,Pizza,1,123,77,46
p43_1.jpg,p43_2.jpg,Pizza,2,123,49,74
p44_1.jpg,p44_2.jpg,Pizza,2,123,44,79
p45_1.jpg,p45_2.jpg,Pizza,2,123,50,73
p46_1.jpg,p46_2.jpg,Pizza,2,123,50,73
p47_1.jpg,p47_2.jpg,Pizza,2,123,56,67
p48_1.jpg,p48_2.jpg,Pizza,2,123,37,86
p49_1.jpg,p49_2.jpg,Pizza,2,123,45,78
p50_1.jpg,p50_2.jpg,Pizza,1,123,81,42
p51_1.jpg,p51_2.jpg,Pizza,2,123,55,68
p52_1.jpg,p52_2.jpg,Pizza,1,123,78,45
p53_1.jpg,p53_2.jpg,Pizza,1,123,89,34
p54_1.jpg,p54_2.jpg,Pizza,2,123,40,83
p55_1.jpg,p55_2.jpg,Pizza,1,123,95,28
p56_1.jpg,p56_2.jpg,Pizza,2,123,38,85
p57_1.jpg,p57_2.jpg,Pizza,2,123,59,64
p58_1.jpg,p58_2.jpg,Pizza,1,123,70,53
p59_1.jpg,p59_2.jpg,Pizza,1,123,62,61
p60_1.jpg,p60_2.jpg,Pizza,1,123,86,37
p61_1.jpg,p61_2.jpg,Pizza,2,123,57,66
p62_1.jpg,p62_2.jpg,Pizza,2,123,36,87
p63_1.jpg,p63_2.jpg,Pizza,2,123,35,88
p64_1.jpg,p64_2.jpg,Pizza,2,123,58,65
p65_1.jpg,p65_2.jpg,Pizza,2,123,56,67
p66_1.jpg,p66_2.jpg,Pizza,2,123,23,100
p67_1.jpg,p67_2.jpg,Pizza,2,123,26,97
p68_1.jpg,p68_2.jpg,Pizza,2,123,28,95
p69_1.jpg,p69_2.jpg,Pizza,1,123,63,60
p70_1.jpg,p70_2.jpg,Pizza,1,123,77,46
p71_1.jpg,p71_2.jpg,Pizza,2,123,59,64
p72_1.jpg,p72_2.jpg,Pizza,2,123,25,98
p73_1.jpg,p73_2.jpg,Pizza,1,123,80,43
p74_1.jpg,p74_2.jpg,Pizza,2,123,58,65
p75_1.jpg,p75_2.jpg,Pizza,2,123,44,79
p76_1.jpg,p76_2.jpg,Pizza,2,123,47,76
p77_1.jpg,p77_2.jpg,Pizza,2,123,60,63
p78_1.jpg,p78_2.jpg,Pizza,1,123,62,61
p79_1.jpg,p79_2.jpg,Pizza,1,123,64,59
p80_1.jpg,p80_2.jpg,Pizza,1,123,71,52
p81_1.jpg,p81_2.jpg,Pizza,1,123,112,11
p82_1.jpg,p82_2.jpg,Pizza,2,123,50,73
p83_1.jpg,p83_2.jpg,Pizza,2,123,29,94
p84_1.jpg,p84_2.jpg,Pizza,2,123,48,75
p85_1.jpg,p85_2.jpg,Pizza,1,123,100,23
p86_1.jpg,p86_2.jpg,Pizza,2,123,38,85
p87_1.jpg,p87_2.jpg,Pizza,2,123,36,87
p88_1.jpg,p88_2.jpg,Pizza,1,123,106,17
p89_1.jpg,p89_2.jpg,Pizza,2,123,38,85
p90_1.jpg,p90_2.jpg,Pizza,2,123,60,63
p91_1.jpg,p91_2.jpg,Pizza,1,123,90,33
p92_1.jpg,p92_2.jpg,Pizza,2,123,42,81
p93_1.jpg,p93_2.jpg,Pizza,2,123,53,70
p94_1.jpg,p94_2.jpg,Pizza,2,123,44,79
p95_1.jpg,p95_2.jpg,Pizza,1,123,65,58
p96_1.jpg,p96_2.jpg,Pizza,2,123,56,67
p97_1.jpg,p97_2.jpg,Pizza,1,123,92,31
p98_1.jpg,p98_2.jpg,Pizza,2,123,51,72
p99_1.jpg,p99_2.jpg,Pizza,1,123,79,44
p100_1.jpg,p100_2.jpg,Pizza,1,123,65,58
b1_1.jpg,b1_2.jpg,Burger,1,123,66,57
b2_1.jpg,b2_2.jpg,Burger,1,123,80,43
b3_1.jpg,b3_2.jpg,Burger,2,123,46,77
b4_1.jpg,b4_2.jpg,Burger,2,123,43,80
b5_1.jpg,b5_2.jpg,Burger,2,123,54,69
b6_1.jpg,b6_2.jpg,Burger,2,123,37,86
b7_1.jpg,b7_2.jpg,Burger,2,123,25,98
b8_1.jpg,b8_2.jpg,Burger,2,123,51,72
b9_1.jpg,b9_2.jpg,Burger,2,123,59,64
b10_1.jpg,b10_2.jpg,Burger,1,123,72,51
b11_1.jpg,b11_2.jpg,Burger,2,123,59,64
b12_1.jpg,b12_2.jpg,Burger,2,123,40,83
b13_1.jpg,b13_2.jpg,Burger,2,123,58,65
b14_1.jpg,b14_2.jpg,Burger,2,123,58,65
b15_1.jpg,b15_2.jpg,Burger,1,123,63,60
b16_1.jpg,b16_2.jpg,Burger,1,123,72,51
b17_1.jpg,b17_2.jpg,Burger,2,123,35,88
b18_1.jpg,b18_2.jpg,Burger,2,123,58,65
b19_1.jpg,b19_2.jpg,Burger,2,123,46,77
b20_1.jpg,b20_2.jpg,Burger,1,123,92,31
b21_1.jpg,b21_2.jpg,Burger,1,123,69,54
b22_1.jpg,b22_2.jpg,Burger,2,123,47,76
b23_1.jpg,b23_2.jpg,Burger,1,123,98,25
b24_1.jpg,b24_2.jpg,Burger,1,123,92,31
b25_1.jpg,b25_2.jpg,Burger,2,123,60,63
b26_1.jpg,b26_2.jpg,Burger,2,123,55,68
b27_1.jpg,b27_2.jpg,Burger,1,123,73,50
b28_1.jpg,b28_2.jpg,Burger,2,123,43,80
b29_1.jpg,b29_2.jpg,Burger,2,123,44,79
b30_1.jpg,b30_2.jpg,Burger,2,123,38,85
b31_1.jpg,b31_2.jpg,Burger,2,123,37,86
b32_1.jpg,b32_2.jpg,Burger,1,123,87,36
b33_1.jpg,b33_2.jpg,Burger,1,123,64,59
b34_1.jpg,b34_2.jpg,Burger,1,123,84,39
b35_1.jpg,b35_2.jpg,Burger,2,123,28,95
b36_1.jpg,b36_2.jpg,Burger,2,123,36,87
b37_1.jpg,b37_2.jpg,Burger,2,123,49,74
b38_1.jpg,b38_2.jpg,Burger,1,123,63,60
b39_1.jpg,b39_2.jpg,Burger,1,123,77,46
b40_1.jpg,b40_2.jpg,Burger,2,123,48,75
b41_1.jpg,b41_2.jpg,Burger,2,123,55,68
b42_1.jpg,b42_2.jpg,Burger,2,123,48,75
b43_1.jpg,b43_2.jpg,Burger,2,123,55,68
b44_1.jpg,b44_2.jpg,Burger,1,123,66,57
b45_1.jpg,b45_2.jpg,Burger,1,123,75,48
b46_1.jpg,b46_2.jpg,Burger,1,123,87,36
b47_1.jpg,b47_2.jpg,Burger,2,123,50,73
b48_1.jpg,b48_2.jpg,Burger,1,123,91,32
b49_1.jpg,b49_2.jpg,Burger,2,123,34,89
b50_1.jpg,b50_2.jpg,Burger,1,123,100,23
b51_1.jpg,b51_2.jpg,Burger,2,123,39,84
b52_1.jpg,b52_2.jpg,Burger,1,123,97,26
b53_1.jpg,b53_2.jpg,Burger,2,123,29,94
b54_1.jpg,b54_2.jpg,Burger,1,123,82,41
b55_1.jpg,b55_2.jpg,Burger,2,123,53,70
b56_1.jpg,b56_2.jpg,Burger,2,123,34,89
b57_1.jpg,b57_2.jpg,Burger,1,123,88,35
b58_1.jpg,b58_2.jpg,Burger,2,123,33,90
b59_1.jpg,b59_2.jpg,Burger,1,123,62,61
b60_1.jpg,b60_2.jpg,Burger,2,123,30,93
b61_1.jpg,b61_2.jpg,Burger,1,123,69,54
b62_1.jpg,b62_2.jpg,Burger,1,123,91,32
b63_1.jpg,b63_2.jpg,Burger,1,123,69,54
b64_1.jpg,b64_2.jpg,Burger,1,123,102,21
b65_1.jpg,b65_2.jpg,Burger,1,123,87,36
b66_1.jpg,b66_2.jpg,Burger,2,123,56,67
b67_1.jpg,b67_2.jpg,Burger,2,123,43,80
b68_1.jpg,b68_2.jpg,Burger,2,123,54,69
b69_1.jpg,b69_2.jpg,Burger,2,123,56,67
b70_1.jpg,b70_2.jpg,Burger,1,123,74,49
b71_1.jpg,b71_2.jpg,Burger,2,123,48,75
b72_1.jpg,b72_2.jpg,Burger,1,123,96,27
b73_1.jpg,b73_2.jpg,Burger,1,123,80,43
b74_1.jpg,b74_2.jpg,Burger,2,123,59,64
b75_1.jpg,b75_2.jpg,Burger,2,123,33,90
b76_1.jpg,b76_2.jpg,Burger,2,123,33,90
b77_1.jpg,b77_2.jpg,Burger,1,123,88,35
b78_1.jpg,b78_2.jpg,Burger,2,123,57,66
b79_1.jpg,b79_2.jpg,Burger,1,123,89,34
b80_1.jpg,b80_2.jpg,Burger,1,123,107,16
b81_1.jpg,b81_2.jpg,Burger,2,123,61,62
b82_1.jpg,b82_2.jpg,Burger,2,123,56,67
b83_1.jpg,b83_2.jpg,Burger,1,123,81,42
b84_1.jpg,b84_2.jpg,Burger,1,123,89,34
b85_1.jpg,b85_2.jpg,Burger,1,123,62,61
b86_1.jpg,b86_2.jpg,Burger,2,123,32,91
b87_1.jpg,b87_2.jpg,Burger,2,123,33,90
b88_1.jpg,b88_2.jpg,Burger,1,123,66,57
b89_1.jpg,b89_2.jpg,Burger,2,123,36,87
b90_1.jpg,b90_2.jpg,Burger,1,123,88,35
b91_1.jpg,b91_2.jpg,Burger,2,123,54,69
b92_1.jpg,b92_2.jpg,Burger,1,123,85,38
b93_1.jpg,b93_2.jpg,Burger,2,123,22,101
b94_1.jpg,b94_2.jpg,Burger,2,123,5,118
b95_1.jpg,b95_2.jpg,Burger,1,123,63,60
b96_1.jpg,b96_2.jpg,Burger,1,123,76,47
b97_1.jpg,b97_2.jpg,Burger,1,123,90,33
b98_1.jpg,b98_2.jpg,Burger,1,123,90,33
b99_1.jpg,b99_2.jpg,Burger,1,123,96,27
b100_1.jpg,b100_2.jpg,Burger,2,123,61,62
d1_1.jpg,d1_2.jpg,Dessert,2,123,12,111
d2_1.jpg,d2_2.jpg,Dessert,2,123,58,65
d3_1.jpg,d3_2.jpg,Dessert,2,123,42,81
d4_1.jpg,d4_2.jpg,Dessert,1,123,69,54
d5_1.jpg,d5_2.jpg,Dessert,2,123,57,66
d6_1.jpg,d6_2.jpg,Dessert,2,123,39,84
d7_1.jpg,d7_2.jpg,Dessert,1,123,76,47
d8_1.jpg,d8_2.jpg,Dessert,1,123,87,36
d9_1.jpg,d9_2.jpg,Dessert,1,123,93,30
d10_1.jpg,d10_2.jpg,Dessert,1,123,90,33
d11_1.jpg,d11_2.jpg,Dessert,2,123,50,73
d12_1.jpg,d12_2.jpg,Dessert,2,123,17,106
d13_1.jpg,d13_2.jpg,Dessert,1,123,70,53
d14_1.jpg,d14_2.jpg,Dessert,1,123,71,52
d15_1.jpg,d15_2.jpg,Dessert,1,123,75,48
d16_1.jpg,d16_2.jpg,Dessert,1,123,73,50
d17_1.jpg,d17_2.jpg,Dessert,1,123,80,43
d18_1.jpg,d18_2.jpg,Dessert,2,123,58,65
d19_1.jpg,d19_2.jpg,Dessert,1,123,63,60
d20_1.jpg,d20_2.jpg,Dessert,1,123,81,42
d21_1.jpg,d21_2.jpg,Dessert,2,123,56,67
d22_1.jpg,d22_2.jpg,Dessert,1,123,63,60
d23_1.jpg,d23_2.jpg,Dessert,1,123,75,48
d24_1.jpg,d24_2.jpg,Dessert,1,123,67,56
d25_1.jpg,d25_2.jpg,Dessert,2,123,51,72
d26_1.jpg,d26_2.jpg,Dessert,1,123,77,46
d27_1.jpg,d27_2.jpg,Dessert,2,123,54,69
d28_1.jpg,d28_2.jpg,Dessert,2,123,45,78
d29_1.jpg,d29_2.jpg,Dessert,2,123,29,94
d30_1.jpg,d30_2.jpg,Dessert,2,123,54,69
d31_1.jpg,d31_2.jpg,Dessert,1,123,89,34
d32_1.jpg,d32_2.jpg,Dessert,2,123,17,106
d33_1.jpg,d33_2.jpg,Dessert,2,123,41,82
d34_1.jpg,d34_2.jpg,Dessert,2,123,32,91
d35_1.jpg,d35_2.jpg,Dessert,2,123,48,75
d36_1.jpg,d36_2.jpg,Dessert,2,123,60,63
d37_1.jpg,d37_2.jpg,Dessert,2,123,32,91
d38_1.jpg,d38_2.jpg,Dessert,2,123,42,81
d39_1.jpg,d39_2.jpg,Dessert,2,123,49,74
d40_1.jpg,d40_2.jpg,Dessert,2,123,55,68
d41_1.jpg,d41_2.jpg,Dessert,1,123,74,49
d42_1.jpg,d42_2.jpg,Dessert,2,123,55,68
d43_1.jpg,d43_2.jpg,Dessert,1,123,63,60
d44_1.jpg,d44_2.jpg,Dessert,1,123,82,41
d45_1.jpg,d45_2.jpg,Dessert,2,123,25,98
d46_1.jpg,d46_2.jpg,Dessert,2,123,61,62
d47_1.jpg,d47_2.jpg,Dessert,2,123,48,75
d48_1.jpg,d48_2.jpg,Dessert,1,123,74,49
d49_1.jpg,d49_2.jpg,Dessert,2,123,53,70
d50_1.jpg,d50_2.jpg,Dessert,2,123,52,71
d51_1.jpg,d51_2.jpg,Dessert,1,123,83,40
d52_1.jpg,d52_2.jpg,Dessert,2,123,55,68
